Title,Artist,Year,Popularity,Duration (s),Tempo (bpm)
Ain't Looking For Love,Loverboy,1989,0.493626672,279.77098,114.467
Any Other Heart,Moneybrother,2007,nan,253.75302,145.281
All I Want,Will Young,2005,0.459724988,233.42975,162.021
A Friend I Had  (Lackluster Album Version),Aaron Sprinkle,2004,0,315.27138,150.102
Another Time_ Another Place (Album Version),Kevin Mahogany,1997,0.267502455,260.57098,213.306
At The Ends Of The Earth,Nightrage,2003,0.5174167,273.99791,140.44
All Gotta Go Sometime,Dave Mason,1978,0.215080319,166.89587,127.779
Acid Phase (Elektrochemie LK Remix),Emmanuel Top,2002,0,522.31791,135.045
Annies Theme,Alan Silvestri,1991,0.239629098,48.03873,85.659
Andromedan Dream Of An Octaroon,Seventeen Evergreen,2005,0.23390666,297.11628,100.052
Andean Dub,Zion Train,1993,0,15.22893,123.029
Anytime Soon,Tommy Castro,2005,0.501726082,267.2322,103.428
All Across the Country,Atomic Rooster,1973,nan,307.43465,98.613
Ass-Breath Killers (Album Version),The Coup,2006,0.554452304,180.21832,82.217
A Little Bit Of Love  (LP Version),Victoria Williams,2000,0.248611553,236.64281,127.482
Another Cold Letdown (album),The Steepwater Band,2004,nan,312.00608,112.618
Amitié brisée Feat China,Bakar,2007,0.304169503,262.29506,85.889
Arabic Cat,Doug Wimbish,1999,nan,278.80444,212.119
Anyone,Moving Units,2004,nan,240.22159,129.208
Ain't No Way,Kenny Lattimore,2008,0.542898743,305.8673,106.902
Alpha,Robert Hood,2010,0.604084185,521.84771,126.977
Atzepeng,Paul Kalkbrenner,2006,0.786308222,399.56853,128.012
Available,Moving Units,2004,0.579416472,249.3122,123.109
Auld Lang Syne (unplugged),Die Roten Rosen,1999,0.266955186,196.85832,138.063
Até O Entardecer,Katia B,2007,0.508801328,247.66649,106.01
Amdjer De Nos Terra,Cesaria Evora,2003,0.443291312,283.14077,186.135
Any Kind Of Love,REO Speedwagon,1976,nan,214.54322,149.126
Apricot,Benny Green,1997,0.405115722,405.4722,136.481
Another Name In A Magazine,Dan Potthast,1999,0.586089029,113.78893,182.194
A Distant Invitation,Rae & Christian,1999,0.639015422,312.94649,189.954
As The Wheel Turns,Nicolay & Kay,2008,0.551288056,184.42404,115.069
Au Pays Des Merveilles (Azwaw Alternative Mix),Cheb Mami,1998,0,231.49669,160.022
As I Lift You Up,Jeff Deyo,2004,0.57505605,195.97016,95.055
As The Star Dies...,Knives Exchanging Hands,2007,0.539696571,227.42159,169.076
A Transylvanian Lulluby,Giuliano Palma & The Bluebeaters,2009,nan,80.40444,121.585
Angel Flight,Suzi Quatro,2005,0.334706549,632.71138,104.665
Arrival In China,Alan Silvestri,2003,0.377531645,105.87383,70.591
Apparently,Rainbirds,1987,0.212045405,239.43791,92.039
Auftauchen um Luft zu holen,Captain Planet,2007,0.661660367,207.72526,97.745
Act Nice And Gentle,The Kinks,1967,0.625424267,157.57016,158.388
Allure,Jay-Z,2003,nan,290.45506,86.847
Angel Rebellion,EDGUY,1997,0.555574792,403.87873,139.895
At 12 To 6,Mazarin,2005,0.504108255,180.61016,115.134
Ai Vis Lo Lop,In Extremo,1997,0.628930554,227.7873,86.948
A Message...,50 Lions,2009,nan,19.64363,148.38
Anywhere Is,Enya,1995,0.814434625,224.70485,96.572
Allein,Gregor Meyle,2008,0.43483809,213.86404,111.915
Austin Complaint (Album Version),Todd Barry,2005,0.38293509,117.52444,49.655
Amor Jibaro,Tonino Carotone,2003,0.386477291,223.97342,95.989
Aos Amores,Sérgio Godinho,2001,nan,306.9122,79.293
Axxidents,Captain Capa,2009,0.476248227,216.29342,156.003
Amassakoul N'Tenere,Tinariwen,2003,0.625662397,204.40771,88.628
Amphora,Mere Mortals,2001,0.367273416,306.70322,168.006
As The Crow Flies,Gary Allan,2007,0.56413656,199.36608,112.472
Anne Charms Henry,Paul Cantelon,2008,nan,141.47873,121.312
A contrapelo,Christina Rosenvinge,2008,0.466304831,176.29995,91.074
A Measure Of Stride,One Dollar Short,2003,nan,235.88526,109.016
A Teia,Humanos,2004,nan,144.87465,187.124
A Little Voice,Dean Martin,2001,nan,126.64118,106.601
Apparatus of Repression,Enemy Alliance,2007,0.54716703,133.79873,138.437
Alpine Polka,RONNIE RONALDE,2006,nan,143.64689,98.94
Another,Imaad Wasif,2009,0.546843274,267.17995,76.408
And I Am Telling You I'm Not Going,Bianca Ryan,2006,0.499098881,235.36281,119.692
Al Says Hi,Cyan Velvet Project,2008,nan,57.80853,74.978
All Or Nothing At All,Kitty Margolis,1997,0,279.48363,157.011
Amb La Teua Gent,Obrint Pas,2007,0.521314064,248.2673,94.982
A Tower Bends,House of Large Sizes,1990,0,138.60526,172.11
A Kernel,A Hawk And A Hacksaw,2003,0.471578248,99.47383,161.841
Älskling,Tomas Andersson Wij,2000,0.377531645,218.20036,112.602
Alien Nation,Scorpions,1993,nan,329.50812,103.34
A Little Piece Of My Heart (Stereo),The Koobas,1969,0.323112121,160.86159,88.481
Ancient History,Hawk Nelson,2008,0.716140062,190.58893,168.984
a self portrait,The Lyndsay Diaries,2001,0.299877488,331.10159,64.812
At War With God,Vital Remains,2003,0.566707642,474.74893,128.379
Avenue (Album Version),Saint Etienne,1993,0.262829662,454.53016,90.895
All Grown Up,Grimple,2002,nan,57.12934,123.792
Am I In That Dream?,Paul Carrack,2008,0.525325962,238.00118,110.131
Attention,Commander Tom,2004,nan,365.7922,128.016
Always It Will Be the Same,Unsung Zeros,2002,0.382854511,173.47873,127.849
All Falls Down,Kanye West / Syleena Johnson,2005,nan,224.23465,111.445
Aftermath,Sonic Syndicate,2007,0.85910528,251.84608,100.016
Anywhere You Go,Shawn Colvin,2001,0.496175336,214.83057,94.101
About Fun,Psapp,2004,0.572342022,221.98812,56.012
Allthegirls,Siriusmo,2008,0.592666947,202.37016,114.069
Agua De Rosas,Lila Downs,2006,0.699975087,261.43302,88.019
All I Know,Matt Wertz,2003,0.786151111,236.01587,140.01
A Latinha,Timbalada,1998,0.492523791,199.70567,162.119
Alone,Tracey Ullman,1994,0,171.36281,127.127
Awesome Sound,Ween,1991,nan,141.37424,79.03
Alpha & Omega,Channel Live,1995,0.518759898,286.92853,86.093
All My Ex's Live In Texas,George Strait,1987,nan,197.8771,130.634
All Points North,Phobia,2006,0,339.48689,173.002
A Portagayola,Alberto Iglesias,2002,0.476373347,108.48608,72.416
At My Front Door,El Dorados,1955,nan,152.76363,88.397
Ain't No Sunshine,Horace Andy,1985,nan,133.8771,128.77
And Then She Wept,Brecker Brothers,1994,0.632757934,293.85098,106.665
Away Rio,Almanac Singers,2006,nan,141.29587,115.789
A Change Is Gonna Come,Aaron Neville,2002,0.648730606,250.46159,111.985
All The Time,Polly Paulusma,2007,nan,443.32363,93.213
Amorada (LP Version),Jorgen Ingmann,1961,0,131.13424,130.432
Are You Nervous? (Album Version),Rock Kills Kid,2006,0.726264054,195.86567,124.052
Aun Quedan Los Bises,Rosendo,1998,nan,1648.5873,199.568
Arcdurvish,Bablicon,2001,0,319.58159,99.943
Ascent,Jeff Greinke,2007,0.38293509,168.04526,139.063
Avalon,Threshold,2002,0.583404558,285.20444,155.05
About You,Mary J. Blige / Will.I.Am / Nina Simone,2005,nan,244.47955,92.047
Automatic - Let It Move U,Beat Dominator,2004,nan,163.29098,151.657
All Systems,Knightlife,2007,0.437036204,241.76281,126.07
All Will Be Fine,Small Sins,2006,0.566796252,214.59546,137.981
All My Love's Laughter,Art Garfunkel,1978,0.56254947,206.8371,80.152
Abschied,Staubkind,2007,0.466304831,273.78893,179.974
All Over Nothing At All,Nina Hagen & Leipzig Big Band,2003,nan,213.75955,137.596
Apocalipsis Ahora,Def Con Dos,1991,0.340922756,187.79383,130.023
A Journey From A To B (Oui FM),Badly Drawn Boy,2007,0.540009277,233.32526,116.069
Angels,All-Star United,1997,0.469712431,180.94975,129.561
A Trip To NYC,Sleeping States,2004,0.419163476,165.27628,180.618
A Fall Song,Cross Country,2009,0.212045405,168.77669,129.169
Ailleurs,France D' Amour,1992,nan,232.202,57.091
All The Time,Gumball,1991,nan,195.89179,148.792
Ancient Garden,Richard Durand,2009,0.518310319,251.0624,133.084
All Together Now (Strong Together),Goleo VI / Atomic Kitten,2006,nan,426.60526,127.002
Away From The Sky,Rickie Lee Jones,1989,0.459724988,331.36281,87.94
Amazonas,Joao Donato,1965,0.460541281,419.63057,124.762
Aarresaari,Aikakone,1996,nan,270.65424,157.976
Amanece,Lucybell,2000,nan,216.78975,81.812
African Queen (Jazz Version),2Face Idibia,2006,0,290.71628,103.855
Amor Eterno,Rocio Durcal,1989,nan,377.7824,81.122
A Chorus Of Your Own,J.D. Souther,2009,0.334706549,379.42812,85.113
As Diehard As They Come (Album Version),Hatebreed,2006,0,136.95955,85.771
A La Memoria Del Muerto,Fruko Y Sus Tesos,2004,0.697181542,261.90322,106.769
American Music,Violent Femmes,1991,nan,239.93424,140.998
Après L'Amour Comme C'Est Triste,Serge Lama,2008,nan,217.36444,90.659
A Change Is Gonna Come,The Gits,1994,0.464923994,242.65098,111.528
Abominations,Morbid Angel,1987,0.670630014,266.81424,154.575
Artificial Life,Operation Ivy,1989,nan,125.07383,186.468
Angel Food,Steve Vai,2009,0.564985964,383.29424,147.83
Assassination,Dead Prez,2000,0.553766592,120.86812,170.081
Anchor,The Hurt Process,2005,nan,219.84608,100.046
Another Love Song,Warrior King,2005,0.518759898,204.38159,153.977
Alone And I,Herbie Hancock,1962,nan,387.68281,99.139
A Hundred And Sixty Acres,Ernest Tubb,1996,0,158.85016,112.133
Are You Putting Me On The Shelf,Don & Juan,1995,nan,136.04526,141.469
Almost Perfect,Shel Silverstein,1985,nan,104.09751,95.871
Afraid,Mötley Crüe,1997,nan,248.21506,124.024
Above The Soil (Isabels' Version),Ego Likeness,2004,0.444401715,329.40363,80.02
Absolute Horizon,Byzantine,2008,0.518759898,300.01587,198.016
A Tree In The Meadow,Margaret Whiting,1990,nan,160.28689,57.735
Airshifting,Kitchens Of Distinction,2003,nan,170.9971,149.511
All that Will Be has Become_ All that has Come isn't Gone,Arbouretum,2004,0.43682247,495.62077,124.544
AVE MARIA,Masse_ Laurel,2001,nan,385.01832,59.389
A Handful Of Keys,Fats Waller,2003,nan,167.36608,130.103
A Better Man,Sam Bush,2004,0,317.46567,97.568
Astral,Samon Kawamura,2007,0.400039657,165.56363,141.257
Answer Me,Sharon Jones & The Dap-Kings,2007,0.588068036,248.2673,91.802
Affliction,AFI,2006,0.836930122,328.72444,113.471
A ti,Motel,2006,0.658202537,232.59383,143.948
At The Movies (1991 Digital Remaster),Bad Brains,1983,nan,136.38485,127.157
All Mine,Dance Hall Crashers,1996,0.358976526,219.61098,100.652
Against The Wall,Itchy Poopzkid,2007,nan,174.10567,86.641
Adrift,Echoes Of Eternity,2007,0.469712431,118.30812,101.653
Anywhere Anytime,Sara Melson,2008,nan,164.12689,167.905
African Typic Collection,Sam Fan Thomas,1989,nan,397.58322,125.241
Auferstehung,Melotron,2007,0.427582886,107.4673,132.515
Altered Image,God Module,2005,0.603370225,274.07628,125.002
Anfang Vom Ende,Pyranja,2003,0.215080319,60.55138,96.264
Au fond du temple saint from Les Pêcheurs de Perles,Grover Washington_ Jr.;Orchestra of St. Luke's,2000,nan,362.70975,120.93
Anyday,Amil,2000,0,248.5024,165.967
Analog Effekt,Xenia Beliayeva,2010,0.482137585,498.80771,127.99
Animals And Men,Adam & The Ants,1980,nan,197.74649,89.824
All My Life (LP Version),Venice,1990,0,301.08689,104.556
A New Heart,Michael Whalen,2004,0,317.70077,110.1
All Day,Butthole Surfers,1987,0.539410832,512.1824,79.709
African Song (Album version),Undeclinable Ambuscade,1996,0.487905896,168.93342,109.517
Already Gone,The Methadones,2007,0.565527334,222.77179,154.979
A Song For Europe,Roxy Music,1973,nan,490.05669,131.272
Atta' Boy,Massive Attack,2004,0.64624052,88.97261,121.955
Alone_ Alone,Boz Scaggs,1971,0,217.83465,148.834
A Blossom Fell,Nat King Cole,1955,nan,162.71628,179.576
Ain't She Sweet,Pearl Bailey,1991,0.449940204,179.53914,86.532
All Or Nothing,Chris Eaton,1995,0.265861049,289.07057,100.771
Ain't It Funny,Jennifer Lopez,2001,nan,246.20363,99.831
Angel Band,Porter Wagoner,1997,nan,152.34567,136.129
Asesíname,Charly García,2003,0.483977246,223.05914,93.011
Adios_ Mi Corazon,Herb Alpert And The Tijuana Brass,1964,0.466422912,163.94404,97.52
Altas Horas,Entre Ríos,2005,0.541492989,221.30893,47.96
Angels Can't Stop,Valet,2009,0.377531645,950.93506,117.048
Arschgesicht,Bangbros,2007,nan,203.44118,140.013
Acting,Sweet Trip,2009,0.528287872,423.91465,121.696
Anything,Danzig,1992,0.611454434,289.35791,128.403
Another Cha Cha,Santa Esmeralda,1994,nan,241.55383,134.114
Ally Smile,New Bomb Turks,1998,0.212045405,188.89098,188.614
Andra Sidan Sjön,Dungen,2001,0.515963631,246.54322,82.711
A Day in a Life,Push Button Objects,1999,nan,335.01995,82.041
As Long As I Live,Lena Horne,1984,nan,164.88444,162.987
A Better Man  (LP Version),All-4-One,1994,0.55438551,244.40118,125.566
Alla vaahterapuun,Aikakone,1995,nan,223.00689,105.788
Axt-Skit,Patrick Mit Absicht,2005,nan,23.77098,142.027
Amaro Shavo,Dela Dap,2004,0.63232821,408.31955,119.989
Almendra,Arturo Sandoval,1997,0.266955186,271.43791,139.944
A Part Of Me,40 Grit,2003,0.405115722,250.67057,148.234
A Life Less Ordinary,Levellers,2008,0.576399981,188.36853,123.075
Amazed,Greg Laswell,2006,0.773229377,251.66322,129.996
Ameno,Era,1996,0.806073246,230.37342,102.792
Anything Jesus Does_ I Can Do Better,Locust,2003,0.461603974,89.18159,146.993
A Hundred Years (LP Version),Tracy Chapman,1989,nan,263.3922,109.249
Acercame,Morbo,2001,0.448780344,196.72771,128.168
All I Wanna Be (Is By Your Side),Peter Frampton & The Herd,2000,0.443291312,255.79057,86.133
A Peine De La Peine,De Palmas,1996,nan,286.32771,160.131
Ama Hil Zaigu,Le Mans,1996,0,145.34485,166.897
Alfie,Cilla Black,1968,nan,158.92853,70.737
A Little Time,Helloween,1987,0.768226784,210.9122,147.384
A Bridge (That Carries Us Over),Clannad,1996,0.545937381,269.63546,159.95
Äiti,Irwin Goodman,1967,0.345802234,224.96608,97.445
Alles wird gut,Revolverheld,2010,0.668810803,180.34893,125.021
A Walk In The Sun (Mono),The Turtles,1993,nan,134.45179,173.921
A Night In,Josh Rouse,2001,0.542898743,300.7473,120.376
Akira Raideen (Album Version),45 Grave,1989,0,520.75057,117.353
Angel,Pep Squad,1998,nan,225.98485,147.12
All You Ever Do Is Bring Me Down,The Mavericks,1999,nan,260.0224,144.997
Autumn In New York,Shelly Manne,2006,0,271.59465,117.497
Asphalt Cowboy (Album Version),Blake Shelton,2003,0.407233015,219.402,151.618
All Your Lies,10 Years,2008,0.81130244,226.01098,160.096
At Night,Daz Dillinger & Kurupt Young Gotti,2001,0.570850642,254.87628,93.165
Another part of the clown's brain,themselves,2003,0.44082644,261.3024,165.019
As Long As We Ride,Spock's Beard,2005,0.524931459,335.04608,125.308
As Guitarras,Mariza,2008,0.425124658,256.20853,164.561
Are you wearing despair?,Dave Graney 'N' The Coral Snakes,2004,nan,359.05261,85.576
Added Planet (Add All Mix),Extrawelt,2008,0.400039657,459.2322,130.015
Art is nasal,Radium,2001,nan,236.93016,206.961
A Way To The Heart,Noise Ratchet,2002,nan,217.73016,134.3
A Península,Madredeus,1988,0.327736683,245.28934,100.779
All I'm Missing Is You,Glenn Medeiros,1990,0,259.73506,102.992
Aura Aurealis (World),R. Carlos Nakai,1987,0,297.92608,157.063
Awaken,As Hope Dies,2002,0.340922756,208.48281,86.847
Aquella Carmen,Isabel Pantoja,1987,nan,458.81424,106.849
Auld Lang Syne,Eddi Reader,2003,0.449940204,276.61016,59.738
Auto Destruction,Barry Adamson,1989,0.39690522,229.69424,84.224
AOTKPTA,The Locust,2007,0.68045777,181.7073,122.043
All Alone,Splittr,2006,nan,394.81424,124.042
A Long Way From Home (Album Version),Mark Whitfield,1990,nan,596.27057,40.879
Around,Electric Company,2000,nan,275.25179,128.918
Adapt And Overcome,Madball,2005,0.723132566,113.03138,182.405
Albert,Langston Hughes,1995,nan,16.06485,105.163
Anti-Repressivos,Donna Maria,2007,0.372530039,294.60853,80.008
An Angel At My Shoulder,Carrie Newcomer,1994,0,175.64689,188.675
A Really Good Time,Roxy Music,1974,nan,226.2722,85.103
Als wir unsterblich waren,Bela B.,2009,0.641312494,180.74077,166.853
Asi Que Ves Fantasmas,El Hombre Burbuja,2002,nan,286.35383,92.035
Animals,Brian Regan,1997,0.549998637,110.00118,79.162
A Long Retreat,Low Low Low La La La Love Love Love,2007,0.215080319,246.54322,146.05
A Jukebox With A Country Song,Doug Stone,1997,0.718502987,209.03138,111.802
Alberto Balsam,Aphex Twin,1995,0.620620788,310.7522,93.99
Amor Del Alma,José Alfredo Jimenez,2003,nan,160.31302,87.744
Annie Mae,Natalie Cole,1991,0.47212112,235.96363,138.511
Aunque tu no lo sepas,Quique Gonzalez,2006,nan,242.59873,152.277
All I Can Do,Jump5,2002,nan,192.91383,114.604
Affection,Zap Mama,2007,0.467414301,217.41669,49.873
April In My Heart,Cab Calloway And His Orchestra,2003,nan,160.26077,110.488
A Spaceship For Now,RJD2,2010,0.642325884,195.76118,96.983
Adlai Stevenson,Sufjan Stevens,2006,0.843722226,154.06975,134.047
A Prayer For You,Hands On Approach,2006,nan,214.56934,119.984
Atomic Moog 2000,Coldcut,1996,nan,456.48934,137.852
Archway People,Saint Etienne,1993,0.480934213,198.60853,100.799
Amazing Grace,Judy Collins,1970,nan,224.96608,62.778
A Visit From The Zoo,Safri Duo,2010,0.392008771,588.12036,134.755
Albert Park Music,Minotaur Shock,2003,0.367273416,590.602,113.937
A Touch Of Jazz,Collective Sound Members,2004,nan,326.94812,229.862
Assembly Lines (Album Version),Wintersleep,2003,nan,189.12608,92.108
All The Luck In The World,Monta,2007,0.529730607,201.32526,110.021
All Night Long,Alexandra Burke Feat. Pitbull,2009,nan,354.19383,127.94
All I Want,Ten City,1994,nan,266.21342,99.03
Alma Blackwell,The Tranzmitors,2007,0.266955186,202.00444,185.688
A Gentle Touch,Badly Drawn Boy,2009,0,27.45424,56.397
Aupres Des Miens,Amel Bent,2004,0.310791536,206.10567,130.644
All In One Night,Gigi D'agostino,1997,nan,523.57179,140.016
All Creatures Of Our God And King (LP Version),Fernando Ortega,1997,0.48456253,190.64118,162.153
Ain't Got No Right,The Gits,1994,0.323112121,158.32771,179.117
Ain't No Man,Dina Carroll,1992,0.61357265,234.89261,120.316
Amazing,Reel People Feat. Tony Momrelle & Imaani,2007,nan,445.54404,124.992
Aux Natchitoches,Savoy-Doucet Cajun Band,1993,nan,200.12363,117.23
All Messed Up,Breaking Point,2005,0.601940405,192.80934,85.91
Ajula / Mbamba,The Jatta Family,2009,0.38293509,269.73995,182.223
A La Gueule Des Noyés,Calogero,2002,0.578531226,246.5171,140.868
Aerodynamic,Daft Punk,2001,0.897561073,207.59465,122.846
Around The World,yoomiii,2007,nan,193.51465,91.479
Ameno,Music Makers,2000,nan,212.06159,102.631
Ashamed,Willie Nelson,1968,nan,131.63057,103.531
Against The Grain  (Earthsuit Album Version),Earthsuit,2000,0.48205902,207.93424,90.138
Astronomy,Thin White Rope,1988,nan,344.94649,120.451
Apology,Big D and The Kids Table,2000,0.549342332,51.12118,193.742
Apache Talk,Luiz Bonfa,1973,0.266955186,322.40281,181.619
A Heart of Birdsong,Metallic Falcons,2006,0.562733724,100.04853,89.41
American Me,C.L. Smooth,2006,nan,252.44689,176.192
Amores Que Van Y Vienen,Cuco Sánchez,2004,nan,143.98649,93.971
Away In A Manger,Kitty Wells,1993,nan,135.41832,74.184
Are You With Me?,Paul Thorn,2004,0.265861049,232.33261,120.05
Atlas,Sparta,2006,0.707258956,270.75873,142.02
A Torch To End All Torches,Thrice,2001,0.677756952,250.80118,194.484
Ain't Nuthin' To It,MC Eiht,1996,nan,313.46893,174.395
